id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click,segment,clv
7086,User7086,30.0,Non-Binary,Mobile,Top,,Morning,1,Mid-Young,1723
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1,Mid-Old,1322
6496,User6496,18.0,Female,Desktop,,News,Morning,0,Young,1038
8236,User8236,59.0,Non-Binary,Mobile,Top,,Evening,0,Old,7403
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1,Mid-Old,9212
2214,User2214,22.0,Non-Binary,Mobile,,Social Media,Afternoon,0,Young,3845
4938,User4938,28.0,Male,Desktop,,Social Media,Evening,1,Young,1967
6871,User6871,62.0,Male,Mobile,,,Night,0,Old,9378
1251,User1251,58.0,Female,Mobile,Top,,Night,0,Old,7669
5832,User5832,28.0,Non-Binary,Desktop,Side,,Afternoon,1,Young,1389
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1,Mid-Old,3655
1762,User1762,41.0,Male,Desktop,Side,,Afternoon,1,Mid-Old,3971
6188,User6188,20.0,Male,Desktop,,Entertainment,Morning,1,Young,1698
1647,User1647,62.0,Male,Desktop,Bottom,Social Media,Night,0,Old,5580
1624,User1624,31.0,Male,Desktop,Top,News,Unknown,0,Mid-Young,7754
4638,User4638,24.0,Female,Tablet,Side,,Unknown,0,Young,7800
4015,User4015,44.0,Male,Tablet,,,Unknown,1,Mid-Old,2634
9075,User9075,36.0,Female,Mobile,,,Unknown,1,Mid-Young,8538
2096,User2096,48.0,Non-Binary,Desktop,Top,,Night,1,Mid-Old,1947
6143,User6143,29.0,Non-Binary,Mobile,Bottom,,Afternoon,1,Young,7585
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1,Young,1525
806,User806,37.0,Male,Desktop,Top,Social Media,Morning,0,Mid-Young,8561
8494,User8494,59.0,Non-Binary,Tablet,Bottom,News,Morning,0,Old,6579
58,User58,36.0,Female,Mobile,Top,,Morning,1,Mid-Young,3634
7268,User7268,28.0,Female,Desktop,Bottom,News,Evening,1,Young,4295
4348,User4348,62.0,Female,Desktop,Top,Shopping,Afternoon,1,Old,6908
6287,User6287,40.0,Female,Tablet,Bottom,,Morning,1,Mid-Young,6911
9683,User9683,56.0,Female,Desktop,Side,Shopping,Afternoon,0,Old,8126
3588,User3588,38.0,Non-Binary,Mobile,,Shopping,Evening,0,Mid-Young,6906
5213,User5213,46.0,Female,Tablet,Side,Social Media,Afternoon,0,Mid-Old,7793
6161,User6161,61.0,Female,Tablet,Bottom,,Afternoon,1,Old,8594
316,User316,42.0,Non-Binary,Desktop,Top,,Night,1,Mid-Old,1915
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1,Mid-Young,8458
2913,User2913,57.0,Non-Binary,Mobile,Side,Social Media,Evening,1,Old,5129
5756,User5756,51.0,Non-Binary,Tablet,Top,Shopping,Afternoon,1,Mid-Old,3652
9091,User9091,29.0,Female,Mobile,Side,,Evening,0,Young,4697
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1,Old,6291
277,User277,59.0,Male,Desktop,,,Unknown,1,Old,6727
6167,User6167,20.0,Male,Mobile,Side,Shopping,Unknown,1,Young,4538
9075,User9075,36.0,Female,Mobile,Top,,Night,1,Mid-Young,4069
5329,User5329,54.0,Male,Tablet,Side,Education,Evening,1,Old,608
5382,User5382,21.0,Non-Binary,Tablet,Top,,Evening,0,Young,2296
375,User375,26.0,Non-Binary,Mobile,,Social Media,Evening,1,Young,4219
9195,User9195,60.0,Female,Tablet,Side,,Evening,0,Old,1570
9888,User9888,49.0,Male,Mobile,Top,News,Morning,1,Mid-Old,3354
6886,User6886,43.0,Male,Mobile,Bottom,,Evening,1,Mid-Old,2087
8994,User8994,34.0,Female,Mobile,Bottom,,Morning,1,Mid-Young,1954
1253,User1253,36.0,Female,Desktop,Bottom,Shopping,Morning,1,Mid-Young,8253
9807,User9807,35.0,Non-Binary,Tablet,Bottom,Education,Unknown,1,Mid-Young,9085
5082,User5082,44.0,Female,Mobile,Top,,Afternoon,1,Mid-Old,1289
905,User905,40.0,Female,Tablet,Side,Shopping,Afternoon,0,Mid-Young,7185
4029,User4029,21.0,Female,Desktop,Side,News,Afternoon,1,Young,9177
2023,User2023,19.0,Non-Binary,Desktop,Top,,Morning,1,Young,4782
6467,User6467,30.0,Non-Binary,Desktop,,,Morning,1,Mid-Young,2583
4938,User4938,28.0,Male,Desktop,Side,Social Media,Unknown,1,Young,4089
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1,Young,3911
9807,User9807,35.0,Non-Binary,Tablet,,Education,Night,1,Mid-Young,2118
8003,User8003,45.0,Female,Desktop,Side,,Unknown,0,Mid-Old,564
4170,User4170,26.0,Male,Mobile,Bottom,Entertainment,Unknown,0,Young,2680
2309,User2309,22.0,Male,Tablet,,Entertainment,Night,1,Young,5148
9550,User9550,58.0,Non-Binary,Desktop,Top,Education,Afternoon,1,Old,6110
7674,User7674,43.0,Female,Tablet,,News,Afternoon,1,Mid-Old,2157
6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1,Old,1665
2602,User2602,61.0,Female,Desktop,,Shopping,Afternoon,1,Old,6723
2913,User2913,57.0,Non-Binary,Mobile,,Social Media,Evening,1,Old,6062
2167,User2167,64.0,Non-Binary,Mobile,Bottom,Social Media,Evening,0,Old,1184
389,User389,31.0,Non-Binary,Tablet,Top,Social Media,Afternoon,1,Mid-Young,1219
9362,User9362,57.0,Male,Tablet,Side,,Morning,0,Old,1623
5766,User5766,63.0,Male,Desktop,Side,Social Media,Evening,1,Old,8961
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Evening,1,Mid-Young,8200
6104,User6104,39.0,Male,Tablet,,Social Media,Morning,0,Mid-Young,3517
5772,User5772,52.0,Male,Desktop,Bottom,News,Morning,0,Mid-Old,6868
7376,User7376,21.0,Female,Mobile,,,Morning,1,Young,5951
2876,User2876,23.0,Non-Binary,Tablet,,Education,Morning,1,Young,3138
6129,User6129,36.0,Male,Tablet,Bottom,Shopping,Evening,1,Mid-Young,5124
7836,User7836,32.0,Male,Tablet,Top,,Evening,0,Mid-Young,1328
3323,User3323,48.0,Female,Tablet,Side,,Afternoon,1,Mid-Old,3098
1153,User1153,49.0,Female,Tablet,Side,Shopping,Evening,0,Mid-Old,8705
907,User907,47.0,Male,Desktop,Side,News,Night,0,Mid-Old,7468
1255,User1255,23.0,Male,Tablet,Side,Social Media,Morning,0,Young,6021
5741,User5741,27.0,Non-Binary,Mobile,Bottom,,Unknown,0,Young,9522
7670,User7670,54.0,Female,Tablet,,Education,Night,1,Old,951
5110,User5110,44.0,Female,Tablet,Top,Shopping,Unknown,1,Mid-Old,8886
2602,User2602,61.0,Female,Desktop,Side,Shopping,Afternoon,1,Old,7225
6161,User6161,61.0,Female,Tablet,Bottom,,Afternoon,1,Old,7432
9842,User9842,43.0,Non-Binary,Mobile,,Shopping,Afternoon,1,Mid-Old,1692
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Night,1,Mid-Old,7995
4721,User4721,61.0,Non-Binary,Desktop,Side,,Morning,0,Old,6261
9272,User9272,50.0,Female,Tablet,Side,Social Media,Morning,0,Mid-Old,3773
9418,User9418,20.0,Male,Tablet,Side,News,Night,1,Young,5092
8253,User8253,57.0,Non-Binary,Desktop,,,Unknown,1,Old,8899
5402,User5402,29.0,Male,Mobile,,,Unknown,0,Young,7725
4957,User4957,58.0,Male,Desktop,,Social Media,Evening,1,Old,7639
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1,Young,7381
6989,User6989,28.0,Male,Mobile,Bottom,Shopping,Unknown,1,Young,5760
3403,User3403,56.0,Female,Desktop,,,Night,1,Old,8539
4539,User4539,54.0,Male,Mobile,Bottom,,Night,1,Old,9007
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Unknown,1,Mid-Old,7944
8561,User8561,52.0,Male,Mobile,,,Evening,1,Mid-Old,2723
5843,User5843,51.0,Non-Binary,Mobile,,,Morning,0,Mid-Old,3067
400,User400,52.0,Non-Binary,Tablet,,,Evening,1,Mid-Old,4120
5800,User5800,50.0,Male,Mobile,Side,Entertainment,Unknown,0,Mid-Old,1216
4957,User4957,58.0,Male,Desktop,,Social Media,Evening,1,Old,8853
4034,User4034,43.0,Female,Desktop,Top,Shopping,Night,1,Mid-Old,9395
5198,User5198,47.0,Male,Desktop,Bottom,,Night,1,Mid-Old,3189
6854,User6854,32.0,Male,Mobile,,,Night,1,Mid-Young,2532
8726,User8726,62.0,Female,Desktop,Side,Education,Morning,1,Old,6821
5531,User5531,34.0,Male,Desktop,,,Night,1,Mid-Young,4197
2239,User2239,25.0,Female,Tablet,Bottom,Education,Morning,1,Young,5370
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Unknown,1,Young,9385
4950,User4950,28.0,Male,Mobile,Side,,Morning,1,Young,4063
7670,User7670,54.0,Female,Tablet,,Education,Night,1,Old,8955
5943,User5943,51.0,Non-Binary,Tablet,Top,,Evening,0,Mid-Old,5011
3044,User3044,34.0,Male,Desktop,Top,News,Night,1,Mid-Young,3965
6248,User6248,48.0,Female,Mobile,Top,,Evening,1,Mid-Old,7613
8954,User8954,62.0,Non-Binary,Tablet,Top,Entertainment,Evening,0,Old,3162
7808,User7808,26.0,Female,Desktop,Top,,Night,1,Young,7459
5122,User5122,64.0,Female,Mobile,,Social Media,Unknown,0,Old,5301
2934,User2934,26.0,Non-Binary,Desktop,Top,Entertainment,Unknown,1,Young,6083
1071,User1071,61.0,Female,Mobile,Side,,Evening,0,Old,7642
8311,User8311,58.0,Non-Binary,Desktop,,,Unknown,0,Old,5188
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1,Young,2254
6267,User6267,62.0,Non-Binary,Tablet,Top,,Morning,0,Old,5722
1908,User1908,26.0,Male,Mobile,Bottom,Education,Evening,1,Young,9662
6490,User6490,36.0,Non-Binary,Desktop,Bottom,,Night,0,Mid-Young,509
981,User981,57.0,Non-Binary,Tablet,Bottom,,Night,0,Old,6322
2297,User2297,57.0,Male,Tablet,Side,,Morning,1,Old,7096
8486,User8486,62.0,Male,Mobile,Top,Education,Afternoon,0,Old,4005
8937,User8937,57.0,Male,Tablet,Side,,Afternoon,1,Old,4015
5198,User5198,47.0,Male,Desktop,Bottom,Education,Night,1,Mid-Old,1208
3801,User3801,26.0,Non-Binary,Desktop,Side,,Evening,1,Young,1686
3333,User3333,30.0,Male,Tablet,Top,,Evening,1,Mid-Young,4095
1691,User1691,45.0,Male,Desktop,,News,Night,0,Mid-Old,5719
6727,User6727,51.0,Non-Binary,Desktop,Bottom,,Night,0,Mid-Old,6961
4179,User4179,61.0,Male,Mobile,Side,,Evening,0,Old,3509
9807,User9807,35.0,Non-Binary,Tablet,,Education,Night,1,Mid-Young,9587
5194,User5194,53.0,Male,Mobile,Top,News,Afternoon,1,Old,9113
6287,User6287,40.0,Female,Tablet,Bottom,,Unknown,1,Mid-Young,7700
9532,User9532,28.0,Female,Desktop,,Social Media,Night,0,Young,5112
3002,User3002,52.0,Male,Mobile,Bottom,News,Afternoon,0,Mid-Old,7890
1692,User1692,49.0,Non-Binary,Desktop,Top,Entertainment,Night,0,Mid-Old,9201
7930,User7930,35.0,Female,Mobile,Bottom,Social Media,Evening,0,Mid-Young,2267
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1,Young,5064
1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Afternoon,1,Mid-Young,7480
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Unknown,1,Young,9932
9753,User9753,46.0,Male,Tablet,Top,Entertainment,Night,1,Mid-Old,8188
8115,User8115,20.0,Female,Mobile,,Social Media,Afternoon,1,Young,7272
9976,User9976,57.0,Male,Tablet,Top,,Unknown,0,Old,4045
5123,User5123,54.0,Non-Binary,Desktop,Top,,Morning,0,Old,4903
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Evening,1,Mid-Young,5706
8863,User8863,54.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0,Old,8092
6299,User6299,38.0,Non-Binary,Tablet,Top,Social Media,Afternoon,0,Mid-Young,2373
4957,User4957,58.0,Male,Desktop,Bottom,Social Media,Evening,1,Old,4379
7688,User7688,57.0,Male,Mobile,Top,News,Evening,1,Old,3542
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Unknown,1,Mid-Young,2738
7574,User7574,35.0,Male,Desktop,Side,Education,Evening,0,Mid-Young,8129
3189,User3189,32.0,Male,Mobile,,Shopping,Evening,0,Mid-Young,685
301,User301,59.0,Male,Tablet,Side,,Unknown,1,Old,8516
5082,User5082,44.0,Female,Mobile,Top,Shopping,Afternoon,1,Mid-Old,2077
8166,User8166,39.0,Non-Binary,Tablet,Side,,Morning,0,Mid-Young,5114
9842,User9842,43.0,Non-Binary,Mobile,Top,,Afternoon,1,Mid-Old,6835
400,User400,52.0,Non-Binary,Tablet,Side,,Evening,1,Mid-Old,2632
1574,User1574,64.0,Male,Mobile,,,Evening,0,Old,866
6188,User6188,20.0,Male,Desktop,Bottom,,Unknown,1,Young,9928
2006,User2006,27.0,Non-Binary,Desktop,Bottom,Entertainment,Evening,0,Young,7972
2441,User2441,49.0,Male,Mobile,Top,Social Media,Morning,0,Mid-Old,2627
798,User798,30.0,Non-Binary,Mobile,,News,Morning,0,Mid-Young,7161
7438,User7438,53.0,Non-Binary,Mobile,Side,News,Morning,1,Old,8729
7670,User7670,54.0,Female,Tablet,Top,Education,Night,1,Old,4948
3075,User3075,33.0,Non-Binary,Tablet,,,Night,0,Mid-Young,2832
9753,User9753,46.0,Male,Tablet,Top,Entertainment,Unknown,1,Mid-Old,3024
5267,User5267,48.0,Non-Binary,Mobile,Top,,Unknown,0,Mid-Old,5349
3297,User3297,18.0,Female,Tablet,,,Night,1,Young,5415
707,User707,42.0,Female,Desktop,Top,,Unknown,0,Mid-Old,7238
6246,User6246,27.0,Male,Mobile,Side,,Morning,0,Young,6113
7211,User7211,36.0,Female,Tablet,Bottom,Education,Morning,0,Mid-Young,2820
8373,User8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1,Young,7922
5890,User5890,56.0,Female,Mobile,Bottom,News,Night,1,Old,4526
3144,User3144,24.0,Male,Desktop,Side,Shopping,Morning,1,Young,6257
3144,User3144,24.0,Male,Desktop,Side,,Morning,1,Young,1770
6669,User6669,38.0,Female,Mobile,Side,News,Night,1,Mid-Young,5218
2142,User2142,34.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1,Mid-Young,970
2156,User2156,46.0,Female,Tablet,,,Afternoon,1,Mid-Old,9735
7099,User7099,22.0,Female,Mobile,Top,,Evening,1,Young,3401
1704,User1704,61.0,Female,Tablet,,Shopping,Evening,1,Old,4536
5042,User5042,32.0,Male,Desktop,Side,,Night,0,Mid-Young,6069
7099,User7099,22.0,Female,Mobile,Top,,Unknown,1,Young,6083
3333,User3333,30.0,Male,Tablet,,,Evening,1,Mid-Young,1530
2946,User2946,37.0,Female,Desktop,Bottom,,Afternoon,1,Mid-Young,600
6434,User6434,36.0,Male,Mobile,Top,Entertainment,Night,0,Mid-Young,3196
2023,User2023,19.0,Non-Binary,Desktop,,,Morning,1,Young,5433
5686,User5686,35.0,Male,Tablet,Bottom,Shopping,Evening,0,Mid-Young,6533
5979,User5979,54.0,Male,Desktop,Bottom,Education,Night,0,Old,6057
10000,User10000,33.0,Female,Desktop,Bottom,News,Afternoon,0,Mid-Young,6028
3044,User3044,34.0,Male,Desktop,,,Unknown,1,Mid-Young,6567
4558,User4558,31.0,Non-Binary,Tablet,Bottom,,Morning,0,Mid-Young,2773
7422,User7422,20.0,Female,Desktop,Top,,Evening,1,Young,1495
1938,User1938,27.0,Male,Mobile,Bottom,News,Evening,0,Young,1321
6690,User6690,42.0,Male,Mobile,Top,News,Morning,0,Mid-Old,1470
5303,User5303,53.0,Male,Mobile,,,Evening,0,Old,7655
5766,User5766,63.0,Male,Desktop,Side,Social Media,Unknown,1,Old,7412
3381,User3381,47.0,Male,Tablet,Top,,Morning,0,Mid-Old,3860
5205,User5205,53.0,Non-Binary,Desktop,Top,,Morning,0,Old,6201
5574,User5574,52.0,Female,Desktop,,,Afternoon,1,Mid-Old,6916
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1,Mid-Old,4401
8561,User8561,52.0,Male,Mobile,Bottom,,Evening,1,Mid-Old,5572
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1,Young,7218
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Evening,1,Young,1492
5912,User5912,41.0,Non-Binary,Mobile,,Education,Night,1,Mid-Old,9977
1113,User1113,60.0,Non-Binary,Desktop,Bottom,Social Media,Morning,0,Old,6295
9090,User9090,41.0,Male,Desktop,Side,,Morning,1,Mid-Old,2166
4539,User4539,54.0,Male,Mobile,,,Unknown,1,Old,4295
2239,User2239,25.0,Female,Tablet,Bottom,Education,Morning,1,Young,2580
9990,User9990,25.0,Male,Desktop,Side,Education,Night,1,Young,3625
7941,User7941,41.0,Female,Desktop,Bottom,,Unknown,1,Mid-Old,2747
9457,User9457,31.0,Female,Tablet,Side,Education,Evening,0,Mid-Young,3327
1197,User1197,62.0,Male,Mobile,Top,Social Media,Night,1,Old,7456
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1,Old,3419
3268,User3268,38.0,Male,Tablet,Bottom,,Afternoon,0,Mid-Young,9235
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Night,1,Mid-Old,3014
6074,User6074,35.0,Male,Mobile,Bottom,,Afternoon,1,Mid-Young,6955
6765,User6765,46.0,Female,Tablet,,,Unknown,1,Mid-Old,1129
6193,User6193,29.0,Female,Desktop,Bottom,Shopping,Afternoon,1,Young,2800
5395,User5395,52.0,Female,Desktop,Bottom,Education,Afternoon,0,Mid-Old,3002
4103,User4103,21.0,Non-Binary,Desktop,Bottom,News,Night,0,Young,5820
4017,User4017,38.0,Female,Desktop,Bottom,,Morning,0,Mid-Young,3644
3336,User3336,26.0,Non-Binary,Desktop,,,Morning,1,Young,5591
5198,User5198,47.0,Male,Desktop,Bottom,,Unknown,1,Mid-Old,7038
8373,User8373,29.0,Male,Desktop,,Shopping,Unknown,1,Young,9892
9637,User9637,36.0,Female,Tablet,Bottom,,Night,0,Mid-Young,5562
8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1,Young,6330
8230,User8230,19.0,Male,Mobile,,Education,Unknown,0,Young,5320
5066,User5066,46.0,Non-Binary,Mobile,Side,,Morning,1,Mid-Old,1525
7511,User7511,31.0,Female,Desktop,Side,Shopping,Night,1,Mid-Young,2544
6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1,Old,996
1534,User1534,47.0,Non-Binary,Desktop,Side,,Morning,0,Mid-Old,8125
4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1,Mid-Young,4343
400,User400,52.0,Non-Binary,Tablet,Side,,Evening,1,Mid-Old,9530
518,User518,29.0,Male,Tablet,Bottom,Shopping,Unknown,1,Young,8669
4347,User4347,53.0,Female,Mobile,,Social Media,Evening,0,Old,3809
6957,User6957,36.0,Female,Desktop,Top,Education,Morning,0,Mid-Young,3659
6958,User6958,18.0,Non-Binary,Mobile,Side,,Afternoon,0,Young,4464
9075,User9075,36.0,Female,Mobile,,,Night,1,Mid-Young,2767
7229,User7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1,Mid-Old,4646
2431,User2431,54.0,Male,Desktop,Top,,Night,1,Old,4649
3236,User3236,56.0,Female,Mobile,Bottom,Education,Morning,1,Old,5460
9206,User9206,25.0,Male,Mobile,Side,Entertainment,Morning,0,Young,3127
4539,User4539,54.0,Male,Mobile,Bottom,,Night,1,Old,2378
2455,User2455,56.0,Male,Tablet,Bottom,,Evening,0,Old,4076
2173,User2173,52.0,Male,Mobile,Bottom,,Unknown,1,Mid-Old,6989
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1,Mid-Old,2284
6409,User6409,52.0,Male,Desktop,Top,,Unknown,1,Mid-Old,7603
6248,User6248,48.0,Female,Mobile,,,Evening,1,Mid-Old,6749
8373,User8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1,Young,6090
293,User293,35.0,Non-Binary,Desktop,Side,Social Media,Morning,0,Mid-Young,2731
9234,User9234,20.0,Male,Desktop,Bottom,,Morning,1,Young,9704
6886,User6886,43.0,Male,Mobile,Bottom,,Unknown,1,Mid-Old,9013
5574,User5574,52.0,Female,Desktop,Bottom,Shopping,Afternoon,1,Mid-Old,8298
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Evening,1,Young,4643
7961,User7961,64.0,Female,Mobile,Side,Shopping,Evening,0,Old,9723
6251,User6251,44.0,Non-Binary,Mobile,Side,,Morning,1,Mid-Old,7412
4756,User4756,59.0,Non-Binary,Mobile,,Education,Evening,1,Old,3833
8817,User8817,53.0,Male,Tablet,Bottom,,Unknown,1,Old,1538
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Night,1,Mid-Old,2101
2370,User2370,54.0,Non-Binary,Tablet,Bottom,Education,Evening,0,Old,1317
6288,User6288,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,1,Old,6391
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Night,1,Young,699
7757,User7757,61.0,Non-Binary,Tablet,Side,,Night,0,Old,2345
3403,User3403,56.0,Female,Desktop,Top,,Night,1,Old,5599
6928,User6928,41.0,Non-Binary,Tablet,Side,News,Unknown,0,Mid-Old,8777
6193,User6193,29.0,Female,Desktop,Bottom,Shopping,Afternoon,1,Young,6917
7097,User7097,28.0,Female,Tablet,Side,Shopping,Morning,0,Young,9647
3604,User3604,49.0,Male,Tablet,,News,Morning,1,Mid-Old,3522
6129,User6129,36.0,Male,Tablet,Bottom,,Evening,1,Mid-Young,4619
1635,User1635,54.0,Female,Tablet,,News,Unknown,1,Old,7083
5110,User5110,44.0,Female,Tablet,Top,Shopping,Unknown,1,Mid-Old,4520
5939,User5939,18.0,Female,Desktop,,,Afternoon,0,Young,7907
5751,User5751,41.0,Female,Desktop,Side,Social Media,Unknown,0,Mid-Old,3935
5194,User5194,53.0,Male,Mobile,,News,Afternoon,1,Old,4461
5881,User5881,26.0,Non-Binary,Tablet,Top,,Morning,1,Young,8517
141,User141,58.0,Male,Tablet,Side,Education,Night,0,Old,2075
5182,User5182,43.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,0,Mid-Old,5259
5110,User5110,44.0,Female,Tablet,,Shopping,Morning,1,Mid-Old,4026
7874,User7874,33.0,Non-Binary,Tablet,,Entertainment,Evening,0,Mid-Young,4725
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1,Young,3679
1586,User1586,38.0,Non-Binary,Desktop,Top,Shopping,Night,1,Mid-Young,2047
188,User188,56.0,Female,Tablet,,News,Morning,1,Old,3031
1334,User1334,21.0,Female,Mobile,Top,,Unknown,0,Young,9016
553,User553,60.0,Non-Binary,Tablet,Top,,Unknown,0,Old,639
9766,User9766,31.0,Male,Desktop,Bottom,Shopping,Evening,1,Mid-Young,4084
1529,User1529,20.0,Female,Mobile,Top,Entertainment,Afternoon,1,Young,799
3297,User3297,18.0,Female,Tablet,Bottom,,Unknown,1,Young,4665
4849,User4849,50.0,Male,Desktop,Side,,Unknown,0,Mid-Old,4937
3236,User3236,56.0,Female,Mobile,,Education,Unknown,1,Old,728
6467,User6467,30.0,Non-Binary,Desktop,,,Morning,1,Mid-Young,555
8147,User8147,32.0,Female,Desktop,,,Night,1,Mid-Young,658
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1,Young,3974
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Unknown,1,Young,2578
1995,User1995,53.0,Male,Desktop,Top,,Evening,0,Old,5162
8174,User8174,20.0,Female,Mobile,,,Afternoon,1,Young,6008
188,User188,56.0,Female,Tablet,Bottom,News,Morning,1,Old,9692
9064,User9064,41.0,Female,Mobile,,Entertainment,Night,1,Mid-Old,4056
1910,User1910,63.0,Male,Desktop,Side,Social Media,Night,1,Old,7093
6167,User6167,20.0,Male,Mobile,Side,Shopping,Night,1,Young,1815
2223,User2223,27.0,Male,Desktop,,Shopping,Evening,0,Young,5780
2156,User2156,46.0,Female,Tablet,Side,,Afternoon,1,Mid-Old,7973
3403,User3403,56.0,Female,Desktop,Top,,Night,1,Old,2755
5295,User5295,56.0,Non-Binary,Desktop,Side,Shopping,Night,0,Old,8374
1420,User1420,62.0,Non-Binary,Desktop,,News,Unknown,1,Old,6676
1138,User1138,33.0,Female,Desktop,,Social Media,Unknown,0,Mid-Young,9917
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Unknown,1,Mid-Old,7878
375,User375,26.0,Non-Binary,Mobile,Top,,Unknown,1,Young,7747
9775,User9775,31.0,Female,Tablet,Side,Shopping,Afternoon,0,Mid-Young,5129
9833,User9833,34.0,Female,Desktop,Side,Social Media,Night,0,Mid-Young,7856
2977,User2977,52.0,Female,Desktop,Bottom,,Evening,0,Mid-Old,548
8737,User8737,43.0,Male,Mobile,Side,,Morning,0,Mid-Old,2444
6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1,Mid-Old,2757
1945,User1945,20.0,Female,Tablet,Side,Entertainment,Night,1,Young,7741
8846,User8846,60.0,Non-Binary,Tablet,,Entertainment,Unknown,0,Old,1271
6959,User6959,39.0,Male,Desktop,Top,,Evening,1,Mid-Young,716
301,User301,59.0,Male,Tablet,Side,Social Media,Evening,1,Old,8368
373,User373,34.0,Female,Mobile,Top,Education,Evening,1,Mid-Young,2460
8095,User8095,22.0,Female,Tablet,Side,Entertainment,Afternoon,0,Young,5343
5756,User5756,51.0,Non-Binary,Tablet,,Shopping,Afternoon,1,Mid-Old,5503
3032,User3032,31.0,Male,Desktop,Side,,Morning,0,Mid-Young,4866
6854,User6854,32.0,Male,Mobile,Bottom,,Night,1,Mid-Young,9967
5346,User5346,30.0,Non-Binary,Tablet,,News,Morning,1,Mid-Young,7389
8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1,Young,3014
5879,User5879,42.0,Non-Binary,Mobile,Side,,Afternoon,0,Mid-Old,4192
6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1,Mid-Old,8915
4539,User4539,54.0,Male,Mobile,Bottom,,Unknown,1,Old,598
2964,User2964,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1,Mid-Young,1401
6409,User6409,52.0,Male,Desktop,Top,,Unknown,1,Mid-Old,6542
2946,User2946,37.0,Female,Desktop,Bottom,,Unknown,1,Mid-Young,3224
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Night,1,Young,9082
4035,User4035,22.0,Female,Tablet,Top,Education,Morning,0,Young,5386
8928,User8928,39.0,Non-Binary,Tablet,Top,Social Media,Afternoon,0,Mid-Young,4740
1975,User1975,30.0,Female,Mobile,Top,Social Media,Morning,1,Mid-Young,8292
5193,User5193,50.0,Female,Desktop,Side,Education,Afternoon,1,Mid-Old,9498
9220,User9220,21.0,Female,Mobile,,,Night,1,Young,8840
6487,User6487,19.0,Male,Tablet,Side,,Morning,1,Young,2885
2077,User2077,57.0,Male,Mobile,,Entertainment,Night,0,Old,3152
1914,User1914,42.0,Male,Tablet,Bottom,Shopping,Night,1,Mid-Old,9061
9418,User9418,20.0,Male,Tablet,Side,News,Unknown,1,Young,6362
6086,User6086,24.0,Male,Desktop,Bottom,,Morning,1,Young,5629
6620,User6620,52.0,Female,Tablet,Top,Education,Unknown,1,Mid-Old,4034
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Evening,1,Mid-Young,7290
7588,User7588,38.0,Male,Desktop,Top,,Afternoon,0,Mid-Young,9962
