id,full_name,age,gender,device_type,ad_position,browsing_history,time_of_day,click
5267,User5267,48.0,Non-Binary,Mobile,Top,,Unknown,0
3297,User3297,18.0,Female,Tablet,,,Night,1
707,User707,42.0,Female,Desktop,Top,,Unknown,0
6246,User6246,27.0,Male,Mobile,Side,,Morning,0
7211,User7211,36.0,Female,Tablet,Bottom,Education,Morning,0
8373,User8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1
5890,User5890,56.0,Female,Mobile,Bottom,News,Night,1
3144,User3144,24.0,Male,Desktop,Side,Shopping,Morning,1
3144,User3144,24.0,Male,Desktop,Side,,Morning,1
6669,User6669,38.0,Female,Mobile,Side,News,Night,1
2142,User2142,34.0,Non-Binary,Desktop,Top,Shopping,Afternoon,1
2156,User2156,46.0,Female,Tablet,,,Afternoon,1
7099,User7099,22.0,Female,Mobile,Top,,Evening,1
1704,User1704,61.0,Female,Tablet,,Shopping,Evening,1
5042,User5042,32.0,Male,Desktop,Side,,Night,0
7099,User7099,22.0,Female,Mobile,Top,,Unknown,1
3333,User3333,30.0,Male,Tablet,,,Evening,1
2946,User2946,37.0,Female,Desktop,Bottom,,Afternoon,1
6434,User6434,36.0,Male,Mobile,Top,Entertainment,Night,0
2023,User2023,19.0,Non-Binary,Desktop,,,Morning,1
5686,User5686,35.0,Male,Tablet,Bottom,Shopping,Evening,0
5979,User5979,54.0,Male,Desktop,Bottom,Education,Night,0
10000,User10000,33.0,Female,Desktop,Bottom,News,Afternoon,0
3044,User3044,34.0,Male,Desktop,,,Unknown,1
4558,User4558,31.0,Non-Binary,Tablet,Bottom,,Morning,0
7422,User7422,20.0,Female,Desktop,Top,,Evening,1
1938,User1938,27.0,Male,Mobile,Bottom,News,Evening,0
6690,User6690,42.0,Male,Mobile,Top,News,Morning,0
5303,User5303,53.0,Male,Mobile,,,Evening,0
5766,User5766,63.0,Male,Desktop,Side,Social Media,Unknown,1
3381,User3381,47.0,Male,Tablet,Top,,Morning,0
5205,User5205,53.0,Non-Binary,Desktop,Top,,Morning,0
5574,User5574,52.0,Female,Desktop,,,Afternoon,1
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1
8561,User8561,52.0,Male,Mobile,Bottom,,Evening,1
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Evening,1
5912,User5912,41.0,Non-Binary,Mobile,,Education,Night,1
1113,User1113,60.0,Non-Binary,Desktop,Bottom,Social Media,Morning,0
9090,User9090,41.0,Male,Desktop,Side,,Morning,1
4539,User4539,54.0,Male,Mobile,,,Unknown,1
2239,User2239,25.0,Female,Tablet,Bottom,Education,Morning,1
9990,User9990,25.0,Male,Desktop,Side,Education,Night,1
7941,User7941,41.0,Female,Desktop,Bottom,,Unknown,1
9457,User9457,31.0,Female,Tablet,Side,Education,Evening,0
1197,User1197,62.0,Male,Mobile,Top,Social Media,Night,1
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1
3268,User3268,38.0,Male,Tablet,Bottom,,Afternoon,0
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Night,1
6074,User6074,35.0,Male,Mobile,Bottom,,Afternoon,1
6765,User6765,46.0,Female,Tablet,,,Unknown,1
6193,User6193,29.0,Female,Desktop,Bottom,Shopping,Afternoon,1
5395,User5395,52.0,Female,Desktop,Bottom,Education,Afternoon,0
4103,User4103,21.0,Non-Binary,Desktop,Bottom,News,Night,0
4017,User4017,38.0,Female,Desktop,Bottom,,Morning,0
3336,User3336,26.0,Non-Binary,Desktop,,,Morning,1
5198,User5198,47.0,Male,Desktop,Bottom,,Unknown,1
8373,User8373,29.0,Male,Desktop,,Shopping,Unknown,1
9637,User9637,36.0,Female,Tablet,Bottom,,Night,0
8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1
8230,User8230,19.0,Male,Mobile,,Education,Unknown,0
5066,User5066,46.0,Non-Binary,Mobile,Side,,Morning,1
7511,User7511,31.0,Female,Desktop,Side,Shopping,Night,1
6573,User6573,55.0,Non-Binary,Desktop,Side,,Evening,1
1534,User1534,47.0,Non-Binary,Desktop,Side,,Morning,0
4230,User4230,35.0,Female,Tablet,Top,Education,Evening,1
400,User400,52.0,Non-Binary,Tablet,Side,,Evening,1
518,User518,29.0,Male,Tablet,Bottom,Shopping,Unknown,1
4347,User4347,53.0,Female,Mobile,,Social Media,Evening,0
6957,User6957,36.0,Female,Desktop,Top,Education,Morning,0
6958,User6958,18.0,Non-Binary,Mobile,Side,,Afternoon,0
9075,User9075,36.0,Female,Mobile,,,Night,1
7229,User7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1
2431,User2431,54.0,Male,Desktop,Top,,Night,1
3236,User3236,56.0,Female,Mobile,Bottom,Education,Morning,1
9206,User9206,25.0,Male,Mobile,Side,Entertainment,Morning,0
4539,User4539,54.0,Male,Mobile,Bottom,,Night,1
2455,User2455,56.0,Male,Tablet,Bottom,,Evening,0
2173,User2173,52.0,Male,Mobile,Bottom,,Unknown,1
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1
6409,User6409,52.0,Male,Desktop,Top,,Unknown,1
6248,User6248,48.0,Female,Mobile,,,Evening,1
8373,User8373,29.0,Male,Desktop,Side,Shopping,Afternoon,1
293,User293,35.0,Non-Binary,Desktop,Side,Social Media,Morning,0
9234,User9234,20.0,Male,Desktop,Bottom,,Morning,1
6886,User6886,43.0,Male,Mobile,Bottom,,Unknown,1
5574,User5574,52.0,Female,Desktop,Bottom,Shopping,Afternoon,1
5501,User5501,28.0,Non-Binary,Mobile,Bottom,Social Media,Evening,1
7961,User7961,64.0,Female,Mobile,Side,Shopping,Evening,0
6251,User6251,44.0,Non-Binary,Mobile,Side,,Morning,1
4756,User4756,59.0,Non-Binary,Mobile,,Education,Evening,1
8817,User8817,53.0,Male,Tablet,Bottom,,Unknown,1
2173,User2173,52.0,Male,Mobile,Bottom,Shopping,Night,1
2370,User2370,54.0,Non-Binary,Tablet,Bottom,Education,Evening,0
6288,User6288,61.0,Non-Binary,Tablet,Bottom,News,Afternoon,1
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Night,1
7757,User7757,61.0,Non-Binary,Tablet,Side,,Night,0
3403,User3403,56.0,Female,Desktop,Top,,Night,1
6928,User6928,41.0,Non-Binary,Tablet,Side,News,Unknown,0
6193,User6193,29.0,Female,Desktop,Bottom,Shopping,Afternoon,1
7097,User7097,28.0,Female,Tablet,Side,Shopping,Morning,0
3604,User3604,49.0,Male,Tablet,,News,Morning,1
6129,User6129,36.0,Male,Tablet,Bottom,,Evening,1
1635,User1635,54.0,Female,Tablet,,News,Unknown,1
5110,User5110,44.0,Female,Tablet,Top,Shopping,Unknown,1
5939,User5939,18.0,Female,Desktop,,,Afternoon,0
5751,User5751,41.0,Female,Desktop,Side,Social Media,Unknown,0
5194,User5194,53.0,Male,Mobile,,News,Afternoon,1
5881,User5881,26.0,Non-Binary,Tablet,Top,,Morning,1
141,User141,58.0,Male,Tablet,Side,Education,Night,0
5182,User5182,43.0,Non-Binary,Mobile,Bottom,Entertainment,Afternoon,0
5110,User5110,44.0,Female,Tablet,,Shopping,Morning,1
7874,User7874,33.0,Non-Binary,Tablet,,Entertainment,Evening,0
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1
1586,User1586,38.0,Non-Binary,Desktop,Top,Shopping,Night,1
188,User188,56.0,Female,Tablet,,News,Morning,1
1334,User1334,21.0,Female,Mobile,Top,,Unknown,0
553,User553,60.0,Non-Binary,Tablet,Top,,Unknown,0
9766,User9766,31.0,Male,Desktop,Bottom,Shopping,Evening,1
1529,User1529,20.0,Female,Mobile,Top,Entertainment,Afternoon,1
3297,User3297,18.0,Female,Tablet,Bottom,,Unknown,1
4849,User4849,50.0,Male,Desktop,Side,,Unknown,0
3236,User3236,56.0,Female,Mobile,,Education,Unknown,1
6467,User6467,30.0,Non-Binary,Desktop,,,Morning,1
8147,User8147,32.0,Female,Desktop,,,Night,1
1729,User1729,26.0,Female,Mobile,Top,,Afternoon,1
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Unknown,1
1995,User1995,53.0,Male,Desktop,Top,,Evening,0
8174,User8174,20.0,Female,Mobile,,,Afternoon,1
188,User188,56.0,Female,Tablet,Bottom,News,Morning,1
9064,User9064,41.0,Female,Mobile,,Entertainment,Night,1
1910,User1910,63.0,Male,Desktop,Side,Social Media,Night,1
6167,User6167,20.0,Male,Mobile,Side,Shopping,Night,1
2223,User2223,27.0,Male,Desktop,,Shopping,Evening,0
2156,User2156,46.0,Female,Tablet,Side,,Afternoon,1
3403,User3403,56.0,Female,Desktop,Top,,Night,1
5295,User5295,56.0,Non-Binary,Desktop,Side,Shopping,Night,0
1420,User1420,62.0,Non-Binary,Desktop,,News,Unknown,1
1138,User1138,33.0,Female,Desktop,,Social Media,Unknown,0
2021,User2021,41.0,Male,Mobile,Bottom,Social Media,Unknown,1
375,User375,26.0,Non-Binary,Mobile,Top,,Unknown,1
9775,User9775,31.0,Female,Tablet,Side,Shopping,Afternoon,0
9833,User9833,34.0,Female,Desktop,Side,Social Media,Night,0
2977,User2977,52.0,Female,Desktop,Bottom,,Evening,0
8737,User8737,43.0,Male,Mobile,Side,,Morning,0
6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1
1945,User1945,20.0,Female,Tablet,Side,Entertainment,Night,1
8846,User8846,60.0,Non-Binary,Tablet,,Entertainment,Unknown,0
6959,User6959,39.0,Male,Desktop,Top,,Evening,1
301,User301,59.0,Male,Tablet,Side,Social Media,Evening,1
373,User373,34.0,Female,Mobile,Top,Education,Evening,1
8095,User8095,22.0,Female,Tablet,Side,Entertainment,Afternoon,0
5756,User5756,51.0,Non-Binary,Tablet,,Shopping,Afternoon,1
3032,User3032,31.0,Male,Desktop,Side,,Morning,0
6854,User6854,32.0,Male,Mobile,Bottom,,Night,1
5346,User5346,30.0,Non-Binary,Tablet,,News,Morning,1
8174,User8174,20.0,Female,Mobile,Bottom,,Afternoon,1
5879,User5879,42.0,Non-Binary,Mobile,Side,,Afternoon,0
6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1
4539,User4539,54.0,Male,Mobile,Bottom,,Unknown,1
2964,User2964,40.0,Non-Binary,Mobile,Side,Entertainment,Night,1
6409,User6409,52.0,Male,Desktop,Top,,Unknown,1
2946,User2946,37.0,Female,Desktop,Bottom,,Unknown,1
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Night,1
4035,User4035,22.0,Female,Tablet,Top,Education,Morning,0
8928,User8928,39.0,Non-Binary,Tablet,Top,Social Media,Afternoon,0
1975,User1975,30.0,Female,Mobile,Top,Social Media,Morning,1
5193,User5193,50.0,Female,Desktop,Side,Education,Afternoon,1
9220,User9220,21.0,Female,Mobile,,,Night,1
6487,User6487,19.0,Male,Tablet,Side,,Morning,1
2077,User2077,57.0,Male,Mobile,,Entertainment,Night,0
1914,User1914,42.0,Male,Tablet,Bottom,Shopping,Night,1
9418,User9418,20.0,Male,Tablet,Side,News,Unknown,1
6086,User6086,24.0,Male,Desktop,Bottom,,Morning,1
6620,User6620,52.0,Female,Tablet,Top,Education,Unknown,1
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Evening,1
7588,User7588,38.0,Male,Desktop,Top,,Afternoon,0
8174,User8174,20.0,Female,Mobile,Bottom,,Unknown,1
2973,User2973,27.0,Non-Binary,Tablet,Bottom,,Unknown,1
5066,User5066,46.0,Non-Binary,Mobile,Side,,Morning,1
4348,User4348,62.0,Female,Desktop,,Shopping,Afternoon,1
7063,User7063,51.0,Female,Mobile,Top,News,Evening,0
6188,User6188,20.0,Male,Desktop,,,Morning,1
1122,User1122,49.0,Non-Binary,Tablet,Top,,Morning,1
6520,User6520,29.0,Female,Desktop,,,Evening,0
1269,User1269,36.0,Male,Mobile,Bottom,Social Media,Night,0
1677,User1677,38.0,Non-Binary,Desktop,Bottom,News,Night,0
2931,User2931,52.0,Non-Binary,Tablet,,,Evening,0
6251,User6251,44.0,Non-Binary,Mobile,Side,,Unknown,1
6487,User6487,19.0,Male,Tablet,Side,,Morning,1
487,User487,28.0,Male,Mobile,Side,,Afternoon,1
741,User741,29.0,Non-Binary,Mobile,Top,,Night,0
4871,User4871,58.0,Female,Desktop,Side,,Night,1
4976,User4976,34.0,Female,Mobile,,Entertainment,Afternoon,1
6074,User6074,35.0,Male,Mobile,,,Afternoon,1
8253,User8253,57.0,Non-Binary,Desktop,Bottom,Entertainment,Night,1
986,User986,46.0,Male,Mobile,Top,Education,Afternoon,0
5082,User5082,44.0,Female,Mobile,Top,Shopping,Afternoon,1
6765,User6765,46.0,Female,Tablet,Side,Entertainment,Morning,1
5193,User5193,50.0,Female,Desktop,Side,Education,Afternoon,1
4890,User4890,43.0,Male,Tablet,Bottom,Education,Unknown,1
6875,User6875,61.0,Non-Binary,Tablet,Side,Shopping,Unknown,0
2913,User2913,57.0,Non-Binary,Mobile,Side,Social Media,Evening,1
7475,User7475,53.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
8459,User8459,38.0,Non-Binary,Tablet,Bottom,Entertainment,Morning,1
1051,User1051,43.0,Female,Tablet,Bottom,Shopping,Night,0
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1
4361,User4361,29.0,Male,Tablet,Side,Education,Afternoon,1
1935,User1935,30.0,Female,Desktop,Bottom,Entertainment,Unknown,1
2337,User2337,40.0,Male,Desktop,Top,Entertainment,Unknown,1
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Morning,1
6588,User6588,58.0,Non-Binary,Tablet,Bottom,,Night,0
5912,User5912,41.0,Non-Binary,Mobile,Side,Education,Night,1
6251,User6251,44.0,Non-Binary,Mobile,Side,Shopping,Morning,1
6167,User6167,20.0,Male,Mobile,,,Night,1
6043,User6043,32.0,Male,Mobile,Top,,Unknown,0
7941,User7941,41.0,Female,Desktop,Bottom,,Afternoon,1
8726,User8726,62.0,Female,Desktop,,Education,Morning,1
5055,User5055,45.0,Male,Desktop,Top,Education,Morning,1
5925,User5925,45.0,Male,Mobile,Bottom,Education,Afternoon,0
4556,User4556,29.0,Male,Mobile,Side,Entertainment,Afternoon,0
6438,User6438,53.0,Non-Binary,Tablet,Top,,Night,1
8373,User8373,29.0,Male,Desktop,,Shopping,Afternoon,1
6592,User6592,59.0,Non-Binary,Desktop,,,Evening,0
5766,User5766,63.0,Male,Desktop,Side,Social Media,Evening,1
1704,User1704,61.0,Female,Tablet,Bottom,Shopping,Evening,1
234,User234,19.0,Female,Tablet,Bottom,Social Media,Morning,1
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Unknown,1
301,User301,59.0,Male,Tablet,Side,,Evening,1
1910,User1910,63.0,Male,Desktop,Side,Social Media,Unknown,1
175,User175,24.0,Female,Desktop,Side,News,Afternoon,0
3235,User3235,57.0,Male,Desktop,Bottom,,Evening,0
1335,User1335,56.0,Female,Mobile,Side,Social Media,Unknown,0
3929,User3929,55.0,Female,Tablet,Side,,Afternoon,0
858,User858,49.0,Non-Binary,Tablet,Side,Social Media,Afternoon,0
8097,User8097,30.0,Non-Binary,Tablet,Side,Social Media,Evening,1
2309,User2309,22.0,Male,Tablet,Bottom,Entertainment,Night,1
6248,User6248,48.0,Female,Mobile,Top,,Evening,1
3236,User3236,56.0,Female,Mobile,Bottom,,Unknown,1
3323,User3323,48.0,Female,Tablet,,,Afternoon,1
8789,User8789,44.0,Female,Desktop,Top,Entertainment,Evening,1
9990,User9990,25.0,Male,Desktop,Side,Education,Night,1
2297,User2297,57.0,Male,Tablet,Side,Education,Morning,1
58,User58,36.0,Female,Mobile,Top,Shopping,Unknown,1
6669,User6669,38.0,Female,Mobile,Side,News,Night,1
6287,User6287,40.0,Female,Tablet,,,Unknown,1
9753,User9753,46.0,Male,Tablet,Top,Entertainment,Night,1
4639,User4639,32.0,Female,Mobile,Side,Education,Night,0
3846,User3846,38.0,Non-Binary,Tablet,Bottom,,Night,1
3375,User3375,52.0,Non-Binary,Mobile,Bottom,Education,Morning,1
3230,User3230,45.0,Male,Mobile,Top,Entertainment,Morning,0
1566,User1566,56.0,Non-Binary,Mobile,Side,News,Morning,0
9395,User9395,27.0,Female,Tablet,Top,,Evening,0
8550,User8550,29.0,Female,Desktop,Top,Social Media,Morning,0
8228,User8228,49.0,Male,Mobile,Side,,Morning,0
4034,User4034,43.0,Female,Desktop,Top,Shopping,Night,1
7229,User7229,43.0,Non-Binary,Mobile,Top,Social Media,Night,1
9902,User9902,61.0,Female,Mobile,Side,Entertainment,Night,0
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1
3473,User3473,40.0,Female,Desktop,Bottom,News,Night,0
8783,User8783,46.0,Female,Desktop,Top,Entertainment,Morning,0
7268,User7268,28.0,Female,Desktop,Bottom,News,Evening,1
6287,User6287,40.0,Female,Tablet,,,Morning,1
3062,User3062,34.0,Male,Desktop,Bottom,Entertainment,Evening,1
5671,User5671,61.0,Non-Binary,Mobile,Top,,Night,0
1280,User1280,28.0,Male,Tablet,Bottom,News,Unknown,0
3824,User3824,59.0,Male,Tablet,Side,,Unknown,0
3333,User3333,30.0,Male,Tablet,Top,,Unknown,1
8361,User8361,41.0,Female,Mobile,Side,News,Afternoon,1
316,User316,42.0,Non-Binary,Desktop,Top,Social Media,Unknown,1
3676,User3676,54.0,Female,Mobile,,,Evening,0
6724,User6724,37.0,Female,Desktop,Top,Entertainment,Evening,1
6679,User6679,26.0,Male,Tablet,,Entertainment,Night,1
1214,User1214,26.0,Female,Mobile,Bottom,News,Evening,1
3245,User3245,40.0,Male,Desktop,Side,,Afternoon,1
8965,User8965,25.0,Female,Mobile,Bottom,,Unknown,1
4957,User4957,58.0,Male,Desktop,,Social Media,Evening,1
3208,User3208,27.0,Female,Mobile,Side,Social Media,Unknown,0
373,User373,34.0,Female,Mobile,,Education,Unknown,1
1586,User1586,38.0,Non-Binary,Desktop,Top,Shopping,Unknown,1
1631,User1631,53.0,Non-Binary,Mobile,Side,Shopping,Evening,0
9766,User9766,31.0,Male,Desktop,Bottom,Shopping,Evening,1
5766,User5766,63.0,Male,Desktop,Side,Social Media,Unknown,1
6811,User6811,24.0,Male,Mobile,Bottom,Education,Evening,1
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Morning,1
8726,User8726,62.0,Female,Desktop,Side,,Morning,1
5329,User5329,54.0,Male,Tablet,Side,Education,Evening,1
5329,User5329,54.0,Male,Tablet,,Education,Evening,1
1141,User1141,37.0,Male,Desktop,,,Afternoon,1
9204,User9204,42.0,Female,Mobile,Bottom,Shopping,Afternoon,0
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Evening,1
4742,User4742,31.0,Male,Desktop,Bottom,,Night,1
6811,User6811,24.0,Male,Mobile,Bottom,,Evening,1
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Unknown,1
4222,User4222,59.0,Male,Desktop,Side,,Night,0
5690,User5690,34.0,Male,Tablet,Side,Shopping,Morning,0
4845,User4845,57.0,Female,Desktop,Bottom,Social Media,Afternoon,0
4254,User4254,19.0,Male,Desktop,Bottom,,Unknown,1
301,User301,59.0,Male,Tablet,Side,Social Media,Evening,1
6237,User6237,32.0,Non-Binary,Mobile,,News,Morning,1
7942,User7942,29.0,Male,Tablet,Top,Education,Night,0
7431,User7431,62.0,Male,Mobile,Bottom,,Evening,0
8174,User8174,20.0,Female,Mobile,,,Afternoon,1
5413,User5413,53.0,Female,Mobile,Bottom,,Morning,0
6167,User6167,20.0,Male,Mobile,,Shopping,Night,1
5005,User5005,49.0,Male,Desktop,Top,,Morning,1
3966,User3966,28.0,Male,Tablet,Top,Shopping,Night,0
4348,User4348,62.0,Female,Desktop,Top,Shopping,Afternoon,1
7547,User7547,37.0,Female,Desktop,Bottom,,Night,0
1969,User1969,46.0,Non-Binary,Mobile,Bottom,,Night,1
7973,User7973,28.0,Female,Mobile,,,Morning,1
3336,User3336,26.0,Non-Binary,Desktop,Bottom,,Morning,1
4945,User4945,31.0,Male,Tablet,,,Morning,1
7712,User7712,49.0,Non-Binary,Desktop,Side,Education,Afternoon,0
1911,User1911,23.0,Non-Binary,Tablet,Side,Entertainment,Morning,0
9090,User9090,41.0,Male,Desktop,Side,,Morning,1
2470,User2470,20.0,Non-Binary,Tablet,Side,Entertainment,Afternoon,0
5418,User5418,34.0,Male,Mobile,Top,Entertainment,Unknown,1
1529,User1529,20.0,Female,Mobile,,Entertainment,Afternoon,1
4336,User4336,38.0,Female,Desktop,Top,Education,Night,0
3430,User3430,61.0,Male,Desktop,Side,Social Media,Morning,1
6193,User6193,29.0,Female,Desktop,,Shopping,Afternoon,1
4791,User4791,34.0,Non-Binary,Mobile,,News,Morning,0
8514,User8514,47.0,Female,Mobile,Side,,Unknown,0
4756,User4756,59.0,Non-Binary,Mobile,,Education,Evening,1
2483,User2483,53.0,Non-Binary,Mobile,,,Afternoon,0
7688,User7688,57.0,Male,Mobile,,,Evening,1
8662,User8662,40.0,Male,Mobile,Bottom,,Night,0
245,User245,32.0,Non-Binary,Tablet,Side,,Afternoon,0
8326,User8326,23.0,Female,Desktop,Bottom,Entertainment,Evening,1
3604,User3604,49.0,Male,Tablet,,,Unknown,1
2964,User2964,40.0,Non-Binary,Mobile,Side,,Night,1
7086,User7086,30.0,Non-Binary,Mobile,Top,,Unknown,1
6056,User6056,40.0,Non-Binary,Mobile,Top,News,Night,0
518,User518,29.0,Male,Tablet,Bottom,,Morning,1
8595,User8595,62.0,Non-Binary,Mobile,Bottom,Social Media,Night,0
7600,User7600,52.0,Female,Desktop,,,Afternoon,0
1908,User1908,26.0,Male,Mobile,Bottom,Education,Evening,1
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1
6251,User6251,44.0,Non-Binary,Mobile,Side,Shopping,Morning,1
3297,User3297,18.0,Female,Tablet,,,Unknown,1
7484,User7484,27.0,Non-Binary,Mobile,Side,,Night,0
6715,User6715,41.0,Male,Desktop,Side,Shopping,Unknown,0
2913,User2913,57.0,Non-Binary,Mobile,Side,Social Media,Evening,1
8653,User8653,37.0,Female,Tablet,Side,News,Unknown,0
4230,User4230,35.0,Female,Tablet,,Education,Evening,1
6237,User6237,32.0,Non-Binary,Mobile,Top,News,Morning,1
6287,User6287,40.0,Female,Tablet,Bottom,,Morning,1
7674,User7674,43.0,Female,Tablet,Bottom,News,Afternoon,1
4756,User4756,59.0,Non-Binary,Mobile,Bottom,Education,Evening,1
9016,User9016,28.0,Female,Mobile,,,Afternoon,0
5810,User5810,25.0,Non-Binary,Mobile,,News,Morning,0
2485,User2485,57.0,Non-Binary,Mobile,Bottom,News,Night,1
3323,User3323,48.0,Female,Tablet,Side,,Afternoon,1
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1
9207,User9207,54.0,Female,Tablet,Top,Shopping,Unknown,0
6756,User6756,29.0,Non-Binary,Tablet,Side,,Night,0
2542,User2542,58.0,Non-Binary,Mobile,Side,Entertainment,Evening,1
6620,User6620,52.0,Female,Tablet,Top,Education,Morning,1
6854,User6854,32.0,Male,Mobile,,,Night,1
3412,User3412,20.0,Non-Binary,Desktop,Top,Social Media,Morning,0
8947,User8947,22.0,Male,Desktop,Bottom,Entertainment,Night,1
2485,User2485,57.0,Non-Binary,Mobile,Bottom,News,Night,1
8459,User8459,38.0,Non-Binary,Tablet,Bottom,,Unknown,1
1370,User1370,52.0,Female,Desktop,Bottom,,Unknown,1
2973,User2973,27.0,Non-Binary,Tablet,Bottom,,Unknown,1
9806,User9806,58.0,Male,Tablet,Bottom,,Evening,1
7185,User7185,63.0,Female,Desktop,Side,Entertainment,Evening,0
6838,User6838,54.0,Non-Binary,Tablet,Top,Shopping,Morning,0
6596,User6596,24.0,Male,Desktop,Top,Shopping,Evening,0
7268,User7268,28.0,Female,Desktop,Bottom,News,Evening,1
9629,User9629,36.0,Female,Tablet,,News,Morning,0
6167,User6167,20.0,Male,Mobile,Side,Shopping,Unknown,1
9234,User9234,20.0,Male,Desktop,Bottom,,Morning,1
5574,User5574,52.0,Female,Desktop,Bottom,Shopping,Afternoon,1
4465,User4465,36.0,Male,Mobile,Side,,Evening,0
3345,User3345,39.0,Male,Desktop,Side,Social Media,Night,1
9261,User9261,25.0,Male,Mobile,Bottom,News,Night,0
5066,User5066,46.0,Non-Binary,Mobile,,,Unknown,1
3044,User3044,34.0,Male,Desktop,Top,,Night,1
6401,User6401,45.0,Female,Mobile,Side,Social Media,Morning,1
1910,User1910,63.0,Male,Desktop,Side,Social Media,Unknown,1
3118,User3118,57.0,Male,Mobile,Top,,Evening,1
8965,User8965,25.0,Female,Mobile,Bottom,Social Media,Evening,1
8028,User8028,53.0,Male,Desktop,Bottom,Social Media,Evening,0
8561,User8561,52.0,Male,Mobile,,,Evening,1
5055,User5055,45.0,Male,Desktop,Top,Education,Morning,1
1588,User1588,38.0,Non-Binary,Mobile,Top,,Unknown,0
3037,User3037,36.0,Male,Mobile,Side,Shopping,Morning,1
3846,User3846,38.0,Non-Binary,Tablet,Bottom,Entertainment,Night,1
8817,User8817,53.0,Male,Tablet,Bottom,Education,Unknown,1
3313,User3313,37.0,Female,Mobile,,News,Afternoon,0
3747,User3747,58.0,Non-Binary,Desktop,Bottom,Social Media,Night,0
911,User911,32.0,Non-Binary,Desktop,Top,Entertainment,Night,1
8769,User8769,60.0,Non-Binary,Mobile,Side,,Evening,0
3345,User3345,39.0,Male,Desktop,Side,Social Media,Night,1
7475,User7475,53.0,Female,Tablet,Bottom,Entertainment,Afternoon,1
7511,User7511,31.0,Female,Desktop,,Shopping,Unknown,1
5329,User5329,54.0,Male,Tablet,Side,,Unknown,1
4321,User4321,55.0,Male,Desktop,Bottom,Shopping,Afternoon,0
4119,User4119,30.0,Non-Binary,Desktop,Top,,Night,0
1021,User1021,47.0,Non-Binary,Mobile,Side,News,Unknown,0
3044,User3044,34.0,Male,Desktop,Top,News,Night,1
1214,User1214,26.0,Female,Mobile,Bottom,,Evening,1
4976,User4976,34.0,Female,Mobile,Bottom,Entertainment,Afternoon,1
6693,User6693,51.0,Male,Mobile,Bottom,Social Media,Evening,0
7973,User7973,28.0,Female,Mobile,Bottom,Shopping,Morning,1
188,User188,56.0,Female,Tablet,Bottom,News,Morning,1
5329,User5329,54.0,Male,Tablet,,Education,Evening,1
9234,User9234,20.0,Male,Desktop,Bottom,,Morning,1
1524,User1524,24.0,Male,Mobile,Bottom,,Night,1
5962,User5962,41.0,Non-Binary,Tablet,Top,,Afternoon,0
7168,User7168,38.0,Female,Desktop,Top,Entertainment,Evening,0
6401,User6401,45.0,Female,Mobile,Side,,Morning,1
6679,User6679,26.0,Male,Tablet,Bottom,Entertainment,Night,1
3982,User3982,22.0,Female,Tablet,Bottom,Education,Morning,0
3236,User3236,56.0,Female,Mobile,Bottom,Education,Morning,1
9418,User9418,20.0,Male,Tablet,Side,News,Night,1
3333,User3333,30.0,Male,Tablet,Top,,Evening,1
2485,User2485,57.0,Non-Binary,Mobile,,,Night,1
3044,User3044,34.0,Male,Desktop,Top,,Night,1
2122,User2122,62.0,Non-Binary,Tablet,Side,Shopping,Night,0
8174,User8174,20.0,Female,Mobile,Bottom,,Unknown,1
3375,User3375,52.0,Non-Binary,Mobile,Bottom,Education,Morning,1
6765,User6765,46.0,Female,Tablet,Side,,Morning,1
6390,User6390,46.0,Male,Mobile,Bottom,,Unknown,0
1721,User1721,34.0,Non-Binary,Mobile,Bottom,Social Media,Afternoon,1
8115,User8115,20.0,Female,Mobile,Top,Social Media,Afternoon,1
9059,User9059,47.0,Female,Mobile,,Shopping,Morning,0
6287,User6287,40.0,Female,Tablet,Bottom,,Unknown,1
